postDate,craigId,title,price,zipcode,longitude,beds,latitude,link,numPic,baths,date,updateDate,size,contentLen,reposts
"2015-11-18T12:18:49-0700,2015-11-18T12:18:49-0700,2015-11-25T12:11:36-0700",5321806576,317 S 4th St W,885,,,2,,//missoula.craigslist.org/apa/5321806576.html,2,,Nov 25,"2015-11-18T12:18:49-0700,2015-11-18T12:18:49-0700,2015-11-25T12:11:36-0700",,11,0
"2015-11-18T12:14:22-0700,2015-11-18T12:14:22-0700,2015-11-25T12:11:48-0700",5321797900,2830 Dublin #B,875,,-114.0619,1,46.9776,//missoula.craigslist.org/apa/5321797900.html,7,,Nov 25,"2015-11-18T12:14:22-0700,2015-11-18T12:14:22-0700,2015-11-25T12:11:48-0700",,10,0
"2015-11-25T12:30:10-0700,2015-11-25T12:30:10-0700,2015-11-25T12:31:18-0700",5332116636,Large West End Home Available! 3922 Pine Cove,2000,,,5,,//billings.craigslist.org/apa/5332116636.html,10,3.0,Nov 25,"2015-11-25T12:30:10-0700,2015-11-25T12:30:10-0700,2015-11-25T12:31:18-0700",4332,4,0
"2015-11-25T12:23:09-0700,2015-11-25T12:23:09-0700",5332105360,1407 Stoddard St #3,600,,-114.0027,1,46.9006,//missoula.craigslist.org/apa/5332105360.html,0,,Nov 25,"2015-11-25T12:23:09-0700,2015-11-25T12:23:09-0700",,9,0
"2015-11-19T14:05:32-0700,2015-11-19T14:05:32-0700,2015-11-25T12:20:11-0700",5323387583,Hip Strip 1 Bedroom,600,,-114.002002,1,46.865977,//missoula.craigslist.org/apa/5323387583.html,6,1.0,Nov 25,"2015-11-19T14:05:32-0700,2015-11-19T14:05:32-0700,2015-11-25T12:20:11-0700",450,1,0
"2015-10-30T11:24:38-0600,2015-10-30T11:24:38-0600,2015-11-25T13:00:53-0700",5292632245,"Furnished duplex by day, week or month",1200,,,2,,//missoula.craigslist.org/apa/5292632245.html,8,1.0,Nov 25,"2015-10-30T11:24:38-0600,2015-10-30T11:24:38-0600,2015-11-25T13:00:53-0700",1304,8,0
"2015-11-17T12:37:03-0700,2015-11-17T12:37:03-0700,2015-11-25T12:57:19-0700",5320340661,2 bed 1 bath for rent,675,,-111.2502,2,47.495,//greatfalls.craigslist.org/apa/5320340661.html,4,,Nov 25,"2015-11-17T12:37:03-0700,2015-11-17T12:37:03-0700,2015-11-25T12:57:19-0700",,1,0
"2015-11-18T11:57:47-0700,2015-11-18T11:57:47-0700,2015-11-25T13:09:18-0700",5321765844,Needing new living arrangement?,525,,,0,,//helena.craigslist.org/apa/5321765844.html,0,,Nov 25,"2015-11-18T11:57:47-0700,2015-11-18T11:57:47-0700,2015-11-25T13:09:18-0700",,1,0
"2015-11-23T08:25:05-0700,2015-11-23T08:25:05-0700,2015-11-25T12:18:48-0700",5328641751,SCAM ALERT for Autumn Run Apartments !!!!!,,,-111.247387,0,47.509201,//greatfalls.craigslist.org/apa/5328641751.html,0,,Nov 25,"2015-11-23T08:25:05-0700,2015-11-23T08:25:05-0700,2015-11-25T12:18:48-0700",,2,0
"2015-11-02T14:21:09-0700,2015-11-02T14:21:09-0700,2015-11-25T13:20:06-0700",5297270095,NICE APARTMENT COMPLEX NORTH OF HIGH SCHOOL!!!,575,,-108.768102,2,45.679137,//billings.craigslist.org/apa/5297270095.html,3,,Nov 25,"2015-11-02T14:21:09-0700,2015-11-02T14:21:09-0700,2015-11-25T13:20:06-0700",,3,0
"2015-11-02T13:49:13-0700,2015-11-02T13:49:13-0700,2015-11-25T13:19:13-0700",5297210921,HEIGHTS APARTMENT NEW ON THE MARKET!!!,825,,-108.501591,2,45.829953,//billings.craigslist.org/apa/5297210921.html,8,,Nov 25,"2015-11-02T13:49:13-0700,2015-11-02T13:49:13-0700,2015-11-25T13:19:13-0700",,3,0
"2015-11-13T10:57:17-0700,2015-11-13T10:57:17-0700,2015-11-25T13:20:27-0700",5314169570,ALL UTILITIES PAID!!!,675,,-108.504572,1,45.796638,//billings.craigslist.org/apa/5314169570.html,9,,Nov 25,"2015-11-13T10:57:17-0700,2015-11-13T10:57:17-0700,2015-11-25T13:20:27-0700",,3,0
"2015-11-02T13:59:45-0700,2015-11-02T13:59:45-0700,2015-11-25T13:33:17-0700",5297230793,"NEW RENTAL MINUTES AWAY FROM BILLINGS, EASY ACCESS TO I90",995,,-108.756681,3,45.67287,//billings.craigslist.org/apa/5297230793.html,6,,Nov 25,"2015-11-02T13:59:45-0700,2015-11-02T13:59:45-0700,2015-11-25T13:33:17-0700",,3,0
"2015-11-25T13:19:12-0700,2015-11-25T13:19:12-0700",5332193298,We Love Pets!!! Check Out Our Specials!!!,859,,-114.035599,1,46.884169,//missoula.craigslist.org/apa/5332193298.html,15,1.0,Nov 25,"2015-11-25T13:19:12-0700,2015-11-25T13:19:12-0700",640,29,0
"2015-11-02T13:55:20-0700,2015-11-02T13:55:20-0700,2015-11-25T13:19:50-0700",5297222492,ALL UTILITIES PAID!!!,895,,-108.5727,2,45.7813,//billings.craigslist.org/apa/5297222492.html,0,,Nov 25,"2015-11-02T13:55:20-0700,2015-11-02T13:55:20-0700,2015-11-25T13:19:50-0700",,3,0
"2015-11-09T14:22:58-0700,2015-11-09T14:22:58-0700,2015-11-25T13:09:30-0700",5308144084,Home with character !!!,1200,,,4,,//helena.craigslist.org/apa/5308144084.html,11,,Nov 25,"2015-11-09T14:22:58-0700,2015-11-09T14:22:58-0700,2015-11-25T13:09:30-0700",,21,0
"2015-11-06T14:44:11-0700,2015-11-06T14:44:11-0700,2015-11-25T13:27:38-0700",5303756017,3 Bedroom 1 Bathroom Duplex,1250,,-111.058208,3,45.685708,//bozeman.craigslist.org/apa/5303756017.html,0,,Nov 25,"2015-11-06T14:44:11-0700,2015-11-06T14:44:11-0700,2015-11-25T13:27:38-0700",,18,0
"2015-11-13T09:14:51-0700,2015-11-13T09:14:51-0700,2015-11-25T13:10:12-0700",5313972222,2 Bedroom Apartment,575,,,2,,//greatfalls.craigslist.org/apa/5313972222.html,5,,Nov 25,"2015-11-13T09:14:51-0700,2015-11-13T09:14:51-0700,2015-11-25T13:10:12-0700",,3,0
"2015-11-18T16:10:23-0700,2015-11-18T16:10:23-0700,2015-11-25T13:09:35-0700",5322202483,Split level 3 bedroom in Valley,1400,,,3,,//helena.craigslist.org/apa/5322202483.html,9,2.0,Nov 25,"2015-11-18T16:10:23-0700,2015-11-18T16:10:23-0700,2015-11-25T13:09:35-0700",1900,23,0
"2015-11-15T15:01:26-0700,2015-11-15T15:01:26-0700,2015-11-25T13:10:27-0700",5317421838,3 Bedroom House with Yard and Garage on West Side,825,,,3,,//greatfalls.craigslist.org/apa/5317421838.html,7,,Nov 25,"2015-11-15T15:01:26-0700,2015-11-15T15:01:26-0700,2015-11-25T13:10:27-0700",,3,0
"2015-11-25T11:46:19-0700,2015-11-25T11:46:19-0700",5332045258,Good Looking Updated 3 Bedroom House With Pool!!!!,890,,,3,,//greatfalls.craigslist.org/apa/5332045258.html,0,2.0,Nov 25,"2015-11-25T11:46:19-0700,2015-11-25T11:46:19-0700",1508,78,0
"2015-11-13T14:19:11-0700,2015-11-13T14:19:11-0700,2015-11-25T13:29:35-0700",5314546323,4BD/3BA $1500 Livingston,1500,,,4,,//bozeman.craigslist.org/apa/5314546323.html,24,,Nov 25,"2015-11-13T14:19:11-0700,2015-11-13T14:19:11-0700,2015-11-25T13:29:35-0700",,1,0
"2015-11-03T13:21:47-0700,2015-11-03T13:21:47-0700,2015-11-25T13:29:43-0700",5298821676,4BD/2BA $1675.00,1675,,,4,,//bozeman.craigslist.org/apa/5298821676.html,16,,Nov 25,"2015-11-03T13:21:47-0700,2015-11-03T13:21:47-0700,2015-11-25T13:29:43-0700",,1,0
"2015-11-16T14:54:52-0700,2015-11-16T14:54:52-0700,2015-11-25T13:33:59-0700",5318984696,DUPLEX CENTRALLY LOCATED!!!,795,,,2,,//billings.craigslist.org/apa/5318984696.html,11,,Nov 25,"2015-11-16T14:54:52-0700,2015-11-16T14:54:52-0700,2015-11-25T13:33:59-0700",,3,0
"2015-11-25T13:38:48-0700,2015-11-25T13:38:48-0700,2015-11-25T13:52:57-0700",5332222563,House for rent at Georgetown Lake,600,,-112.9739,2,46.1299,//butte.craigslist.org/apa/5332222563.html,0,,Nov 25,"2015-11-25T13:38:48-0700,2015-11-25T13:38:48-0700,2015-11-25T13:52:57-0700",,4,0
"2015-11-25T13:46:58-0700,2015-11-25T13:46:58-0700,2015-11-25T13:54:49-0700",5332234845,House for rent at Georgetown Lake,600,,,2,,//missoula.craigslist.org/apa/5332234845.html,0,,Nov 25,"2015-11-25T13:46:58-0700,2015-11-25T13:46:58-0700,2015-11-25T13:54:49-0700",,3,0
"2015-11-02T13:38:43-0700,2015-11-02T13:38:43-0700,2015-11-25T13:37:10-0700",5297190979,"CENTRALLY LOCATED HOME, BILLINGS WEST-END!!!",1295,,-108.548803,3,45.771352,//billings.craigslist.org/apa/5297190979.html,7,,Nov 25,"2015-11-02T13:38:43-0700,2015-11-02T13:38:43-0700,2015-11-25T13:37:10-0700",,3,0
"2015-11-02T14:06:02-0700,2015-11-02T14:06:02-0700,2015-11-25T13:40:11-0700",5297242441,BEAUTIFUL GROUNDS AND GREAT VIEWS!!!,750,,-108.508291,2,45.795653,//billings.craigslist.org/apa/5297242441.html,13,,Nov 25,"2015-11-02T14:06:02-0700,2015-11-02T14:06:02-0700,2015-11-25T13:40:11-0700",,3,0
"2015-11-10T14:20:47-0700,2015-11-10T14:20:47-0700,2015-11-25T13:34:10-0700",5309764548,"CLOSE TO SCHOOL AND PARKS, LOCATED IN HEIGHTS WITH GARAGE!!!",725,,-108.492312,2,45.82515,//billings.craigslist.org/apa/5309764548.html,15,,Nov 25,"2015-11-10T14:20:47-0700,2015-11-10T14:20:47-0700,2015-11-25T13:34:10-0700",,3,0
"2015-11-10T14:12:40-0700,2015-11-10T14:12:40-0700,2015-11-25T13:40:20-0700",5309750289,COZY 2 BEDROOM HOME IN LAUREL!!!,895,,-108.778,2,45.663547,//billings.craigslist.org/apa/5309750289.html,3,,Nov 25,"2015-11-10T14:12:40-0700,2015-11-10T14:12:40-0700,2015-11-25T13:40:20-0700",,3,0
"2015-11-25T14:06:54-0700,2015-11-25T14:06:54-0700",5332263895,New In 2015 1st Floor 1 Bedroom Apartment,675,,-114.012616,1,46.856039,//missoula.craigslist.org/apa/5332263895.html,5,1.0,Nov 25,"2015-11-25T14:06:54-0700,2015-11-25T14:06:54-0700",600,8,0
"2015-11-25T14:11:46-0700,2015-11-25T14:11:46-0700",5332270736,1723 Euclid unit 101,850,,,2,,//helena.craigslist.org/apa/5332270736.html,6,,Nov 25,"2015-11-25T14:11:46-0700,2015-11-25T14:11:46-0700",,3,0
"2015-11-04T14:32:27-0700,2015-11-04T14:32:27-0700,2015-11-25T13:29:48-0700",5300566025,3 BD/2 BA $1125 Belgrade,1125,,,3,,//bozeman.craigslist.org/apa/5300566025.html,17,,Nov 25,"2015-11-04T14:32:27-0700,2015-11-04T14:32:27-0700,2015-11-25T13:29:48-0700",,1,0
"2015-10-27T01:42:38-0600,2015-10-27T01:42:38-0600,2015-11-25T14:21:35-0700",5287215352,Beautiful Northside Apartment - Clean and Remodeled,895,,-113.994269,2,46.879804,//missoula.craigslist.org/apa/5287215352.html,8,1.0,Nov 25,"2015-10-27T01:42:38-0600,2015-10-27T01:42:38-0600,2015-11-25T14:21:35-0700",1200,30,0
"2015-11-25T14:26:45-0700,2015-11-25T14:26:45-0700",5332292121,2 Bedroom Apartment -- Great rate!,745,,,2,,//missoula.craigslist.org/apa/5332292121.html,9,,Nov 25,"2015-11-25T14:26:45-0700,2015-11-25T14:26:45-0700",,1,0
"2015-11-04T16:22:32-0700,2015-11-04T16:22:32-0700,2015-11-25T13:20:59-0700",5300738733,BEAUTIFUL APARTMENT....WILL GO FAST....CONTACT US TODAY!,990,,-108.591976,3,45.792252,//billings.craigslist.org/apa/5300738733.html,8,,Nov 25,"2015-11-04T16:22:32-0700,2015-11-04T16:22:32-0700,2015-11-25T13:20:59-0700",,3,0
"2015-11-25T14:39:01-0700,2015-11-25T14:39:01-0700",5332309222,Charming 3BR/1Ba home with yard,1200,,,3,,//bozeman.craigslist.org/apa/5332309222.html,0,1.0,Nov 25,"2015-11-25T14:39:01-0700,2015-11-25T14:39:01-0700",1170,1,0
"2015-11-19T11:44:51-0700,2015-11-19T11:44:51-0700,2015-11-25T14:35:35-0700",5323161694,3 Bedroom 2 Bathroom Condo,1300,,-111.115079,3,45.692242,//bozeman.craigslist.org/apa/5323161694.html,19,2.0,Nov 25,"2015-11-19T11:44:51-0700,2015-11-19T11:44:51-0700,2015-11-25T14:35:35-0700",1300,21,0
"2015-11-23T12:56:20-0700,2015-11-23T12:56:20-0700,2015-11-25T13:56:31-0700",5329163299,"Microwave, Dishwasher, Garage Included",980,,-108.555731,2,45.794545,//billings.craigslist.org/apa/5329163299.html,11,2.0,Nov 25,"2015-11-23T12:56:20-0700,2015-11-23T12:56:20-0700,2015-11-25T13:56:31-0700",1040,32,0
"2015-11-25T13:40:21-0700,2015-11-25T13:40:21-0700",5332224880,Stunning three br & 3 bathroom,1150,,,3,,//bozeman.craigslist.org/apa/5332224880.html,0,3.0,Nov 25,"2015-11-25T13:40:21-0700,2015-11-25T13:40:21-0700",1463,27,0
"2015-10-27T14:10:32-0600,2015-10-27T14:10:32-0600,2015-11-25T14:43:50-0700",5288150050,515 Michael Grove #49,1395,,,3,,//bozeman.craigslist.org/apa/5288150050.html,0,,Nov 25,"2015-10-27T14:10:32-0600,2015-10-27T14:10:32-0600,2015-11-25T14:43:50-0700",,4,0
"2015-11-25T12:38:11-0700,2015-11-25T12:38:11-0700",5332129543,Great Falls - inexpensive house. Amazing!,700,,,3,,//greatfalls.craigslist.org/apa/5332129543.html,0,3.0,Nov 25,"2015-11-25T12:38:11-0700,2015-11-25T12:38:11-0700",2184,37,0
"2015-11-25T13:30:29-0700,2015-11-25T13:30:29-0700",5332210336,3 BR + 2-1/2 bathroom home in Billings,975,,,3,,//billings.craigslist.org/apa/5332210336.html,5,2.5,Nov 25,"2015-11-25T13:30:29-0700,2015-11-25T13:30:29-0700",1910,72,0
"2015-11-20T17:02:30-0700,2015-11-20T17:02:30-0700,2015-11-25T14:54:21-0700",5325192863,2 Bedroom Home on Corner Lot,795,,-111.272892,2,47.506457,//greatfalls.craigslist.org/apa/5325192863.html,0,,Nov 25,"2015-11-20T17:02:30-0700,2015-11-20T17:02:30-0700,2015-11-25T14:54:21-0700",,1,0
"2015-11-20T17:05:30-0700,2015-11-20T17:05:30-0700,2015-11-25T14:54:15-0700",5325196709,2 Bedroom in Side by Side Duplex,695,,-111.264502,2,47.50299,//greatfalls.craigslist.org/apa/5325196709.html,0,1.0,Nov 25,"2015-11-20T17:05:30-0700,2015-11-20T17:05:30-0700,2015-11-25T14:54:15-0700",800,1,0
"2015-11-25T14:22:04-0700,2015-11-25T14:22:04-0700",5332285393,No Rent Until 2016* 55+ Living at it's Finest with Affinity!,,,,1,,//billings.craigslist.org/apa/5332285393.html,5,,Nov 25,"2015-11-25T14:22:04-0700,2015-11-25T14:22:04-0700",,34,0
"2015-11-25T14:54:36-0700,2015-11-25T14:54:36-0700",5332330488,Travertine Way,845,,-111.958,2,46.7074,//helena.craigslist.org/apa/5332330488.html,15,1.0,Nov 25,"2015-11-25T14:54:36-0700,2015-11-25T14:54:36-0700",825,6,0
"2015-11-09T08:45:12-0700,2015-11-09T08:45:12-0700,2015-11-25T14:44:14-0700",5307471874,71 N. Shore 8,1150,,,3,,//bozeman.craigslist.org/apa/5307471874.html,0,,Nov 25,"2015-11-09T08:45:12-0700,2015-11-09T08:45:12-0700,2015-11-25T14:44:14-0700",,7,0
"2015-11-20T16:52:55-0700,2015-11-20T16:52:55-0700,2015-11-25T14:54:26-0700",5325180394,4 Bedroom 2 Bathroom Two Story Home,1095,,-111.290487,4,47.495456,//greatfalls.craigslist.org/apa/5325180394.html,0,2.0,Nov 25,"2015-11-20T16:52:55-0700,2015-11-20T16:52:55-0700,2015-11-25T14:54:26-0700",1636,3,0
"2015-11-19T11:04:57-0700,2015-11-19T11:04:57-0700,2015-11-25T14:44:19-0700",5323094596,"3 bed, 2.5 bath, 2X Garage, W/D, DW - 813 Mantle",1050,,,3,,//bozeman.craigslist.org/apa/5323094596.html,0,,Nov 25,"2015-11-19T11:04:57-0700,2015-11-19T11:04:57-0700,2015-11-25T14:44:19-0700",,5,0
"2015-11-25T14:13:05-0700,2015-11-25T14:13:05-0700",5332272567,Encounter The Sophistication! Three Br House Only Accessible!,905,,,3,,//butte.craigslist.org/apa/5332272567.html,0,2.0,Nov 25,"2015-11-25T14:13:05-0700,2015-11-25T14:13:05-0700",1504,58,0
"2015-11-17T12:01:38-0700,2015-11-17T12:01:38-0700,2015-11-25T14:44:23-0700",5320273649,"LOVELY 3 bed, 2 bath CONDO, Garage, Washer/Dryer, DW - 1140 N 27th",1325,,-111.072307,3,45.69151,//bozeman.craigslist.org/apa/5320273649.html,0,,Nov 25,"2015-11-17T12:01:38-0700,2015-11-17T12:01:38-0700,2015-11-25T14:44:23-0700",,5,0
"2015-10-27T14:09:01-0600,2015-10-27T14:09:01-0600,2015-11-25T14:44:01-0700",5288147206,734 S. 23rd #4,895,,,2,,//bozeman.craigslist.org/apa/5288147206.html,0,,Nov 25,"2015-10-27T14:09:01-0600,2015-10-27T14:09:01-0600,2015-11-25T14:44:01-0700",,5,0
"2015-10-28T16:59:17-0600,2015-10-28T16:59:17-0600,2015-11-25T14:54:52-0700",5290065158,2 Bedroom Home Close to MAFB,895,,-111.22819,2,47.509639,//greatfalls.craigslist.org/apa/5290065158.html,0,1.0,Nov 25,"2015-10-28T16:59:17-0600,2015-10-28T16:59:17-0600,2015-11-25T14:54:52-0700",912,1,0
"2015-10-28T16:56:09-0600,2015-10-28T16:56:09-0600,2015-11-25T14:54:57-0700",5290060735,3 Bedroom Main Level in Tri-Plex,895,,-111.286961,3,47.503157,//greatfalls.craigslist.org/apa/5290060735.html,0,1100.0,Nov 25,"2015-10-28T16:56:09-0600,2015-10-28T16:56:09-0600,2015-11-25T14:54:57-0700",1100,1,0
"2015-10-28T16:53:06-0600,2015-10-28T16:53:06-0600,2015-11-25T14:55:02-0700",5290056368,4 Bedroom 3 Bathroom Home in Skyline Addition,1595,,-111.305253,4,47.537285,//greatfalls.craigslist.org/apa/5290056368.html,0,3.0,Nov 25,"2015-10-28T16:53:06-0600,2015-10-28T16:53:06-0600,2015-11-25T14:55:02-0700",2472,1,0
"2015-10-28T17:22:16-0600,2015-10-28T17:22:16-0600,2015-11-25T14:54:39-0700",5290096692,5 Bedroom Home in Fox Farm,1395,,-111.332002,5,47.475996,//greatfalls.craigslist.org/apa/5290096692.html,0,2.0,Nov 25,"2015-10-28T17:22:16-0600,2015-10-28T17:22:16-0600,2015-11-25T14:54:39-0700",2560,1,0
"2015-11-03T16:54:20-0700,2015-11-03T16:54:20-0700,2015-11-25T14:44:09-0700",5299166404,"SPECTACULAR 3 bed, 2 bath HOUSE, 2X Garage, W/D, pets OK",1595,,-111.108607,3,45.669656,//bozeman.craigslist.org/apa/5299166404.html,0,,Nov 25,"2015-11-03T16:54:20-0700,2015-11-03T16:54:20-0700,2015-11-25T14:44:09-0700",,5,0
"2015-11-25T15:25:53-0700,2015-11-25T15:25:53-0700",5332371505,"2 Bedroom, 1 Bath House for Rent",450,,-108.5438,2,46.4225,//billings.craigslist.org/apa/5332371505.html,0,,Nov 25,"2015-11-25T15:25:53-0700,2015-11-25T15:25:53-0700",,5,0
"2015-11-17T09:55:16-0700,2015-11-17T09:55:16-0700,2015-11-25T15:14:27-0700",5320025697,The Riverwalk - Newer 1 Bedroom apartment,695,,-108.471687,1,45.807279,//billings.craigslist.org/apa/5320025697.html,7,1.0,Nov 25,"2015-11-17T09:55:16-0700,2015-11-17T09:55:16-0700,2015-11-25T15:14:27-0700",650,35,0
"2015-11-14T14:31:06-0700,2015-11-14T14:31:06-0700,2015-11-25T14:54:32-0700",5316061558,1 Bedroom Home,525,,-111.2502,1,47.495,//greatfalls.craigslist.org/apa/5316061558.html,0,1.0,Nov 25,"2015-11-14T14:31:06-0700,2015-11-14T14:31:06-0700,2015-11-25T14:54:32-0700",600,1,0
